latitude,longitude,azimuth,altitude,declination,stars,comments
47.22016301,14.58586224,85.30131948,8.62,9.498095129,,files are separated now:)
47.21927174,14.58829275,37.17628927,7.34,39.08719482,  3Alp Lyr,append test
47.219542999608066,14.582553090864636,64.30300027249015,6.96,22.412613091535825,,hihi
29.980179131047404,31.133057882413738,90.48969559315113,0.39,-0.22927747994692493,Equinox,pyramid
29.980163210448858,31.133067072339916,89.75926284726762,0.09,0.25349910117250807,Equinox,
