latitude,longitude,azimuth,altitude,declination,stars,comments
45.27907390252822,11.010822952846219,238.89119117083698,0.12,-21.227041538180828,,yas queen
44.05537336694137,10.069957678135626,49.27946353026069,9.3,35.102909458298946,,
